UserID,ActionID,Timestamp
5810,42,2015
1678,42,2017
1678,42,2017
2539,42,2013
2539,42,2014
9576,42,2016
9576,42,2016
6986,42,2010
6986,42,2011
6986,42,2011
6986,42,2012
6986,42,2013
6986,42,2013
6986,42,2013
6986,42,2013
6986,42,2014
6986,42,2014
6986,42,2015
6986,42,2015
6160,42,2012
6160,42,2012
6160,42,2012
6160,42,2012
6160,42,2012
6160,42,2012
6160,42,2012
6160,42,2012
6160,42,2012
6160,42,2013
6160,42,2013
6160,42,2013
6160,42,2013
6160,42,2013
6160,42,2013
6160,42,2013
6160,42,2013
6160,42,2013
6160,42,2013
6160,42,2014
6160,42,2014
6160,42,2014
6160,42,2014
6160,42,2014
6160,42,2015
6160,42,2015
6160,42,2015
6160,42,2016
6160,42,2016
6160,42,2016
3798,42,2005
3798,42,2007
3798,42,2008
3798,42,2013
4024,42,2014
4122,42,2010
1643,42,2014
1643,42,2014
1643,42,2014
1643,42,2014
1643,42,2014
1643,42,2014
1643,42,2014
1643,42,2014
1643,42,2014
1643,42,2015
1643,42,2015
1643,42,2015
1643,42,2015
1643,42,2015
1643,42,2015
8224,42,2008
8224,42,2009
8224,42,2009
8224,42,2009
8224,42,2009
8224,42,2009
8224,42,2010
8224,42,2010
8224,42,2010
8224,42,2011
8224,42,2011
8224,42,2011
8224,42,2011
8224,42,2011
5056,42,2010
5056,42,2011
5056,42,2012
5056,42,2012
5056,42,2013
5056,42,2013
5056,42,2014
5056,42,2014
5056,42,2015
5056,42,2015
5056,42,2015
5056,42,2015
5056,42,2016
5056,42,2016
5056,42,2016
5056,42,2017
6327,42,2014
6327,42,2014
6327,42,2014
6327,42,2015
6327,42,2015
6327,42,2015
6327,42,2015
1602,42,2016
1602,42,2016
7908,42,2009
7908,42,2009
7908,42,2009
7908,42,2009
7908,42,2010
2485,42,2014
2485,42,2014
2485,42,2014
2485,42,2015
2485,42,2015
2485,42,2015
2485,42,2016
2485,42,2016
2485,42,2016
2485,42,2017
4587,42,2013
4146,42,1996
4146,42,1997
4146,42,1998
4146,42,2000
4146,42,2010
4146,42,2010
4146,42,2010
4146,42,2011
4146,42,2011
4146,42,2011
4146,42,2012
4146,42,2012
4146,42,2013
4146,42,2013
4146,42,2013
4146,42,2013
4146,42,2014
4146,42,2014
4146,42,2014
4146,42,2015
4146,42,2015
4146,42,2015
4146,42,2016
967,42,2016
4872,42,2010
881,42,2013
9632,42,2014
9632,42,2014
9632,42,2014
9632,42,2014
1431,42,2015
1431,42,2015
3992,42,1998
3992,42,2010
3992,42,2011
3992,42,2011
3992,42,2011
3992,42,2011
3992,42,2012
3992,42,2012
3992,42,2013
3992,42,2013
3992,42,2013
3992,42,2013
3992,42,2013
3992,42,2014
3992,42,2014
3992,42,2014
3992,42,2015
3992,42,2015
3992,42,2016
3992,42,2016
3992,42,2017
2929,42,2016
9669,42,2015
9669,42,2015
9669,42,2015
4904,42,2004
4904,42,2004
4904,42,2006
4904,42,2006
4904,42,2006
4904,42,2007
4904,42,2007
4904,42,2007
4904,42,2008
4904,42,2008
4904,42,2009
4904,42,2009
4904,42,2010
4904,42,2010
4904,42,2010
4904,42,2010
4904,42,2011
4904,42,2012
4904,42,2012
4904,42,2012
4904,42,2012
4904,42,2012
4904,42,2012
4904,42,2012
4904,42,2013
4904,42,2013
4904,42,2014
1224,42,2014
1224,42,2015
7896,42,2009
6925,42,2016
1465,42,2016
1465,42,2016
8174,42,2010
3906,42,2014
1252,42,2014
1252,42,2014
1252,42,2014
1252,42,2014
1252,42,2014
1252,42,2015
1252,42,2015
1252,42,2015
4980,42,2012
7757,42,2009
2597,42,2014
9710,42,2009
74,42,2011
8780,42,2011
8780,42,2011
8780,42,2011
8780,42,2012
8780,42,2012
6918,42,2016
6918,42,2017
6918,42,2017
4435,42,2015
8180,42,2011
2690,42,2010
2690,42,2010
2690,42,2011
2690,42,2011
2690,42,2012
2690,42,2012
2690,42,2012
2690,42,2012
2690,42,2013
2690,42,2013
2690,42,2013
2690,42,2013
2690,42,2013
2690,42,2014
2690,42,2014
2690,42,2014
2690,42,2014
2690,42,2014
2690,42,2015
2690,42,2015
2690,42,2016
2690,42,2016
2690,42,2017
2897,42,2010
2897,42,2012
2897,42,2013
2897,42,2013
2897,42,2013
2897,42,2013
2897,42,2014
2897,42,2014
2897,42,2014
2897,42,2015
2897,42,2015
2897,42,2016
2897,42,2016
2789,42,2016
8100,42,2010
8100,42,2010
4482,42,2013
4482,42,2013
4482,42,2013
4482,42,2013
4482,42,2013
4482,42,2013
4482,42,2014
8234,42,2010
8234,42,2010
8234,42,2010
7880,42,2009
5304,42,2012
2416,42,2015
2416,42,2015
2416,42,2015
7721,42,2009
9569,42,2016
9569,42,2016
9569,42,2016
9569,42,2017
9569,42,2017
1026,42,2015
5105,42,2011
1159,42,2013
1159,42,2014
1159,42,2015
1159,42,2015
1159,42,2015
1159,42,2016
1159,42,2017
8184,42,2011
8184,42,2011
5300,42,2010
5300,42,2010
5300,42,2011
5300,42,2011
5300,42,2011
5300,42,2011
5300,42,2011
5300,42,2011
5300,42,2011
5300,42,2011
5300,42,2011
5300,42,2011
5300,42,2012
5300,42,2012
5300,42,2012
5300,42,2012
5300,42,2012
5300,42,2012
5300,42,2012
5300,42,2012
5300,42,2012
5300,42,2012
5300,42,2012
5300,42,2013
5300,42,2013
5300,42,2013
5300,42,2013
5300,42,2013
5300,42,2013
5300,42,2013
5300,42,2013
5300,42,2013
5300,42,2013
5300,42,2013
5300,42,2013
5300,42,2014
5300,42,2014
5300,42,2014
5300,42,2014
5300,42,2014
5300,42,2014
5300,42,2014
5300,42,2014
5300,42,2014
5601,42,2010
5601,42,2012
5601,42,2012
5601,42,2012
5601,42,2013
5601,42,2013
5601,42,2013
5601,42,2013
5601,42,2014
5601,42,2014
5601,42,2014
5601,42,2015
5601,42,2015
5601,42,2015
5601,42,2016
5601,42,2016
5601,42,2017
9729,42,2011
9729,42,2011
9729,42,2012
9729,42,2012
9729,42,2012
9729,42,2012
9729,42,2012
9729,42,2012
9729,42,2012
9729,42,2012
5492,42,2010
5492,42,2010
7741,42,2009
6159,42,2013
3654,42,2005
3654,42,2005
3654,42,2005
3654,42,2006
3654,42,2007
3654,42,2007
3654,42,2007
3654,42,2010
3654,42,2010
3654,42,2010
3654,42,2010
3654,42,2011
3654,42,2011
3654,42,2011
3654,42,2011
3654,42,2012
3654,42,2012
3654,42,2012
3654,42,2013
3654,42,2013
3654,42,2014
3654,42,2014
3654,42,2015
3654,42,2015
3654,42,2016
8328,42,2009
958,42,2013
958,42,2015
958,42,2015
958,42,2016
958,42,2016
9142,42,2017
3991,42,2010
7865,42,2011
7865,42,2011
7865,42,2011
6047,42,2014
4892,42,2004
4892,42,2008
4892,42,2008
4892,42,2010
4892,42,2011
4892,42,2012
4892,42,2012
4892,42,2014
4892,42,2014
4892,42,2015
4892,42,2015
4892,42,2017
2861,42,2012
4127,42,1995
4127,42,1998
4127,42,1998
4127,42,2012
4127,42,2012
4127,42,2013
4127,42,2013
4127,42,2014
4127,42,2014
4127,42,2015
4127,42,2015
4127,42,2016
4127,42,2016
4127,42,2017
9920,42,2009
4769,42,2003
4769,42,2004
4769,42,2004
4810,42,2010
3500,42,2010
3500,42,2011
3500,42,2012
3500,42,2012
3500,42,2012
3500,42,2013
3500,42,2014
3500,42,2014
3500,42,2015
3500,42,2015
3500,42,2015
3500,42,2016
3500,42,2016
3500,42,2016
3500,42,2016
8590,42,2009
9661,42,2014
6486,42,2013
3710,42,2004
3710,42,2005
3710,42,2006
3710,42,2006
3710,42,2007
3710,42,2008
3842,42,2005
3842,42,2005
3842,42,2005
3842,42,2005
3842,42,2005
3842,42,2005
3842,42,2005
3842,42,2006
3842,42,2006
3842,42,2006
3842,42,2006
3842,42,2006
3842,42,2006
3842,42,2007
9701,42,2008
9701,42,2009
9701,42,2009
9701,42,2010
9701,42,2010
9701,42,2010
5486,42,2010
5486,42,2011
5486,42,2012
5486,42,2012
5486,42,2012
5486,42,2012
5486,42,2013
5486,42,2013
5486,42,2013
5486,42,2013
5486,42,2013
5486,42,2014
5486,42,2014
5486,42,2014
5486,42,2015
5486,42,2015
4557,42,2006
4557,42,2007
589,42,2014
589,42,2014
589,42,2015
589,42,2016
9963,42,2015
6240,42,2012
6240,42,2012
6240,42,2013
6240,42,2013
6240,42,2013
6240,42,2014
6240,42,2014
6240,42,2014
6240,42,2015
6240,42,2015
6240,42,2015
6240,42,2016
6240,42,2017
6240,42,2017
317,42,2012
8084,42,2010
5249,42,2006
5249,42,2007
531,42,2014
531,42,2014
4439,42,2012
4439,42,2013
6401,42,2012
6401,42,2012
6401,42,2012
6401,42,2012
6401,42,2012
6401,42,2013
6401,42,2013
6401,42,2013
6401,42,2013
6401,42,2014
6401,42,2014
3938,42,2010
3938,42,2010
3938,42,2010
3938,42,2010
3938,42,2011
3938,42,2011
3938,42,2011
3938,42,2011
3938,42,2011
3938,42,2011
3938,42,2011
3938,42,2011
3938,42,2012
3938,42,2012
3938,42,2012
3938,42,2012
3938,42,2012
3938,42,2012
3938,42,2012
3938,42,2012
