UserID,ISBN,Rating
16142,0,10
6664,3,0
19522,4,0
19992,5,8
19992,6,10
18120,12,8
18120,14,4
18120,15,6
18120,16,5
18120,17,0
18120,23,0
18120,25,6
18120,26,6
18120,28,8
4463,29,0
17552,31,9
11478,33,8
23977,37,0
23977,38,7
23977,39,0
23977,40,5
23977,41,0
23977,43,0
23977,44,0
23977,45,6
23977,46,7
23977,47,5
23977,48,0
23977,49,0
23977,50,4
23977,51,0
23977,52,5
23977,53,7
23977,55,8
23977,56,6
23977,57,7
23977,58,7
23977,59,7
23977,60,0
23977,61,0
23977,62,5
23977,63,6
23977,64,0
23977,65,6
23977,66,8
23977,67,0
23977,68,5
23977,69,0
23977,70,7
23977,71,0
23977,72,7
23977,73,0
23977,74,5
23977,75,0
23977,76,0
23977,77,0
23977,78,0
23977,80,0
23977,81,0
23977,82,0
23977,83,7
23977,86,5
23977,87,0
23977,88,0
23977,89,7
23977,91,7
23977,92,6
23977,93,5
5590,95,10
5590,96,7
19497,99,4
19497,100,0
19497,101,0
4099,102,8
17471,104,0
17471,105,10
17471,106,0
17471,107,0
17471,108,0
17471,109,0
17471,110,0
17471,111,0
17471,114,0
17471,115,0
17471,116,0
17471,119,0
17471,120,0
17471,121,0
17471,122,10
17471,123,0
17471,124,0
17471,125,0
17471,126,0
17471,127,0
17471,128,0
17471,129,0
17471,130,0
17471,131,0
17471,132,0
17471,135,0
17471,136,0
17471,137,0
17471,138,0
17471,139,0
17471,141,0
17471,142,0
17471,143,0
17471,144,0
17471,145,0
17471,146,0
17471,147,0
17471,148,0
17471,149,0
17471,150,0
17471,151,0
17471,153,10
17471,154,0
17471,155,0
17471,157,10
17471,158,0
17471,159,0
17471,161,0
17471,162,10
17471,164,0
17471,165,10
17471,166,0
17471,168,0
17471,169,0
17471,170,0
17471,171,0
17471,172,0
17471,173,0
17471,174,0
17471,175,0
17471,176,0
17471,178,0
17471,180,0
17471,181,0
17471,182,0
17471,187,0
17471,191,0
17471,192,0
17471,193,0
17471,194,0
17471,196,0
23335,208,0
23335,209,0
23335,210,0
23335,212,9
23335,214,8
23335,219,6
23335,223,8
23335,230,7
23335,234,8
23335,237,8
23335,256,9
22362,259,6
22362,260,10
22362,261,7
4050,262,7
22204,265,5
22204,268,6
13927,271,0
13927,272,0
13927,275,0
13927,280,0
13927,284,8
13927,285,7
13927,287,0
13927,48,0
13927,288,0
13927,289,0
13927,290,0
13927,291,0
13927,292,4
13927,293,0
13927,295,0
13927,296,0
13927,297,0
13927,299,7
13927,300,0
13927,301,0
13927,302,6
13927,304,0
13927,305,0
13927,307,0
13927,309,0
13927,311,0
13927,312,0
13927,313,0
13927,315,0
13927,318,5
13927,319,4
13927,320,5
13927,321,4
13927,322,0
13927,324,0
20685,327,5
10311,328,0
12052,329,0
12052,331,7
12052,332,0
12052,333,0
12052,334,0
12052,335,0
12052,336,0
12052,337,7
12052,338,0
12052,339,0
12052,80,0
12052,342,0
12052,343,8
12052,344,8
12052,345,0
12052,346,0
15409,348,5
10363,349,10
10363,350,10
10363,351,10
10363,352,10
10363,353,10
10363,354,10
10363,355,10
10363,356,10
10363,357,10
10363,359,10
10363,360,10
10363,362,10
10363,363,10
10363,364,10
10363,365,10
10363,366,10
10363,367,10
10363,368,10
10363,369,10
10363,370,10
10363,371,10
10363,372,7
10363,373,0
10363,374,10
22898,375,3
3596,376,7
2858,379,0
2858,386,8
1778,390,9
17149,392,6
17149,393,3
17149,395,0
6021,398,4
6021,399,5
6021,400,0
6021,401,9
6021,402,5
6021,362,6
6021,403,10
6021,404,5
6021,405,0
6021,406,5
6021,407,8
6021,408,6
20770,409,0
20770,415,0
20770,417,0
20770,418,0
20770,420,0
20770,421,0
20770,422,5
20770,423,10
20770,424,7
20770,426,10
20770,428,5
20770,433,0
20770,434,10
11234,440,10
16918,120,7
16918,441,8
19866,444,7
17006,445,8
3322,446,0
10530,448,10
14009,453,0
14009,457,7
14009,459,0
14009,460,0
14009,461,8
14009,462,7
14009,464,7
11668,471,8
10441,472,10
19743,473,9
8243,474,0
12205,477,1
12205,478,0
17503,479,7
17503,480,8
5430,481,7
8997,482,7
7727,484,8
12355,486,9
12355,487,0
21882,489,7
7140,492,6
7140,494,7
4314,495,10
24191,214,10
1223,498,8
7147,285,9
6507,502,7
7235,506,7
7235,507,10
6603,509,10
12675,510,1
7876,511,8
12952,512,0
12952,513,9
12952,517,0
12952,519,8
12952,520,0
12952,523,0
12952,525,0
12952,526,0
12952,528,0
12952,529,0
12952,530,0
12952,531,8
12952,533,9
12952,534,0
12952,536,7
12952,538,0
12952,540,0
12952,541,8
12952,542,0
12952,545,8
12952,546,0
12952,547,0
12952,548,0
12952,549,0
12952,551,8
12952,552,0
12952,553,0
12952,555,0
12952,556,7
12952,557,0
12952,558,0
12952,559,9
12952,560,8
12952,561,0
12952,562,0
12952,570,0
12952,571,0
12952,572,0
12952,573,0
3008,576,6
3008,578,6
20473,579,9
20473,580,0
20473,581,0
22429,583,0
22429,139,0
22429,561,0
11344,585,7
11344,586,8
18183,588,0
18305,590,0
18305,591,0
932,592,10
932,593,10
932,596,9
932,597,10
932,598,8
932,599,10
932,602,9
932,603,10
932,605,10
932,607,7
932,609,10
932,611,0
932,612,0
932,613,0
932,616,7
