UserID,ISBN,Rating
3321,1,8
19408,2,0
19408,4,5
19408,5,0
19408,6,0
19408,13,0
19408,15,8
19408,18,0
19408,24,0
14266,29,0
14266,30,0
21702,32,10
21040,33,0
19273,34,0
25687,36,0
21391,38,0
19104,39,0
5642,41,0
5642,42,0
5642,54,0
5642,55,0
5642,57,5
5642,58,10
5642,62,0
5642,64,0
5642,67,0
5642,69,8
5642,71,0
5642,72,0
5642,74,8
5642,75,8
5642,78,3
5642,82,0
5642,84,6
5642,85,0
5642,89,7
5642,97,0
5642,98,0
5642,99,0
5642,100,0
5642,101,0
5642,102,0
5642,110,3
5642,115,6
5642,117,0
14248,123,10
21301,125,7
21301,126,0
20412,128,6
23507,131,8
23507,132,8
3882,142,0
3882,143,0
3882,144,0
3882,146,9
3882,148,8
3882,153,6
3882,157,8
3882,164,7
3882,168,8
3882,171,8
3882,190,9
9457,193,7
3798,194,6
3798,195,10
3798,196,7
30877,197,8
27003,199,0
28998,200,1
28998,201,8
9640,205,0
21213,206,0
22642,207,10
22642,208,0
22642,209,8
22642,211,0
22642,212,10
22642,213,0
22642,214,0
22642,215,0
22642,216,7
22642,217,0
22642,219,0
22642,220,0
22642,221,0
22642,222,0
22642,223,0
22642,224,0
22642,225,9
22642,226,0
22642,228,8
22642,229,0
22642,230,0
22642,231,0
22642,235,0
22642,236,0
22642,237,0
22642,239,6
22642,194,0
22642,241,7
22642,242,0
22642,244,8
22642,245,0
22642,246,0
22642,248,0
22642,249,0
22642,250,0
22642,251,10
22642,252,0
22642,253,0
22642,254,0
22642,256,10
22642,257,0
22642,259,8
22642,260,0
22642,262,0
22642,263,0
22642,264,0
22642,265,0
22642,266,0
22642,267,0
22642,268,0
22642,269,0
22642,270,0
22642,271,0
22642,272,8
22642,273,0
22642,276,0
22642,277,0
22642,278,0
22642,279,0
22642,280,0
22642,281,0
22642,282,0
22642,283,0
22642,284,0
22642,285,0
22642,286,0
22642,288,0
22642,289,0
22642,291,0
22642,292,0
22642,293,10
22642,294,0
22642,295,0
22642,296,0
22642,297,0
22642,299,0
22642,301,0
22642,303,0
22642,304,9
22642,305,0
22642,306,0
22642,307,0
22642,308,0
22642,309,0
22642,310,9
22642,312,0
22642,142,0
22642,143,8
22642,314,0
22642,315,0
22642,316,0
22642,317,0
22642,318,9
22642,319,9
22642,323,0
22642,324,0
22642,325,0
22642,326,9
22642,327,0
22642,328,0
22642,329,9
22642,330,0
22642,331,9
22642,332,8
22642,333,0
22642,334,8
22642,335,0
22642,336,0
22642,339,7
22642,340,7
22642,341,0
22642,342,0
22642,344,0
22642,345,0
22642,346,0
22642,349,9
22642,350,0
22642,356,0
22642,358,0
22642,359,8
22642,360,0
22642,361,0
22642,362,0
22642,364,0
22642,365,0
22642,366,0
22642,367,0
22642,368,0
22642,369,0
22642,372,0
22642,373,0
22642,375,0
22642,376,7
22642,377,0
22642,378,0
22642,379,0
22642,381,0
22642,382,0
22642,383,0
22642,384,0
22642,385,5
22642,386,0
22642,387,0
22642,388,0
22642,392,0
22642,394,0
22642,395,7
22642,396,0
22642,397,0
22642,399,0
22642,400,9
22642,401,0
22642,402,0
22642,403,8
22642,404,0
22642,405,0
22642,406,0
22642,407,10
22642,409,8
22642,410,9
22642,411,8
22642,412,10
22642,413,0
22642,414,0
22642,415,0
22642,416,0
22642,417,0
22642,418,10
22642,420,0
22642,421,8
22642,423,0
22642,424,0
22642,425,0
22642,426,0
22642,427,0
22642,428,0
22642,429,0
22642,430,0
22642,431,0
22642,432,0
22642,433,0
22642,434,8
22642,435,0
22642,436,8
22642,437,0
22642,438,10
22642,439,0
22642,440,0
22642,441,0
22642,442,6
22642,444,0
22642,445,0
22642,446,0
22642,447,0
22642,448,0
22642,449,0
22642,450,0
22642,451,0
22642,452,0
22642,453,9
22642,455,8
22642,458,8
22642,459,0
22642,460,0
22642,461,0
22642,462,0
22642,463,0
22642,464,0
22642,465,0
22642,466,9
22642,467,0
22642,468,0
22642,469,0
22642,470,0
22642,471,10
22642,472,10
22642,473,0
22642,475,0
22642,476,10
22642,480,0
22642,481,0
22642,483,9
22642,484,0
22642,485,0
22642,487,0
22642,489,0
22642,492,8
22642,494,0
22642,495,0
22642,498,0
22642,499,0
22642,500,8
22642,502,8
22642,504,0
22642,507,0
22642,508,9
22642,510,8
22642,511,0
22642,512,8
22642,513,0
22642,515,8
22642,517,0
22642,518,0
22642,519,10
22642,520,10
22642,521,0
22642,522,0
22642,523,9
22642,525,5
22642,526,0
22642,529,0
22642,530,0
22642,531,0
22642,532,8
22642,533,0
22642,534,0
22642,535,0
22642,537,0
22642,538,0
22642,539,0
22642,541,8
22642,545,8
22642,546,9
22642,547,9
22642,548,0
22642,550,8
22642,552,0
22642,553,0
22642,555,0
22642,556,7
22642,557,10
22642,558,0
22642,560,0
22642,562,0
22642,563,8
22642,565,0
22642,566,0
22642,567,0
22642,568,0
22642,571,0
22642,573,5
22642,575,10
22642,576,10
22642,577,8
22642,578,8
22642,579,0
22642,580,0
22642,582,0
22642,600,0
22642,602,0
22642,603,0
22642,605,7
22642,609,10
22642,611,0
22642,615,8
22642,620,0
22642,621,0
22642,624,0
22642,625,6
22642,626,10
22642,630,0
22642,632,0
22642,633,0
22642,635,0
22642,636,0
22642,637,8
22642,638,9
22642,639,0
22642,641,9
22642,643,8
22642,644,0
22642,645,5
22642,651,0
22642,654,0
22642,657,0
22642,662,7
22642,664,0
22642,665,0
22642,667,0
22642,669,0
22642,670,0
22642,671,0
22642,673,0
22642,674,10
22642,677,9
22642,680,0
22642,681,10
22642,682,7
22642,684,0
22642,685,0
22642,686,10
22642,691,7
22642,695,7
22642,696,0
22642,697,8
22642,698,7
13182,700,10
13182,701,10
13182,702,10
13182,703,10
19651,704,0
19651,706,7
19651,707,0
19651,708,0
19651,709,0
19651,373,0
19651,710,0
19651,711,7
19651,712,0
19651,713,0
19651,714,0
19651,464,0
19651,717,8
19651,718,8
19651,719,0
19651,720,0
15440,722,9
15440,723,7
14809,726,8
14809,727,8
14809,728,6
14809,729,7
17975,207,5
17975,730,9
17975,731,9
17975,734,4
17975,735,8
17975,664,8
3607,738,0
3607,739,0
3607,740,0
3607,742,0
3607,743,0
3607,746,0
3607,749,0
3607,750,0
3607,751,0
3607,752,0
3607,753,0
3607,759,0
3607,761,6
3607,763,0
3607,764,8
3607,766,0
3607,769,0
3607,770,0
3607,771,0
3607,773,0
3607,774,0
3607,775,0
3607,776,0
3607,778,0
3607,779,0
3607,780,0
3607,782,0
3607,783,0
3607,786,0
3607,787,0
3607,791,0
3607,793,0
3607,794,0
3607,795,0
3607,800,0
3607,801,0
3607,803,0
3607,804,7
3607,805,0
3607,806,0
3607,807,0
3607,810,6
3607,811,0
3607,812,0
3607,813,6
3607,814,0
3607,815,0
3607,816,0
3607,820,0
3607,822,0
3607,823,0
3607,824,0
3607,827,0
3607,828,6
3607,829,0
3607,831,0
3607,833,0
3607,834,0
3607,835,0
3607,836,7
3607,837,8
3607,709,5
3607,838,0
3607,840,0
3607,841,0
3607,843,0
3607,844,0
3607,845,0
3607,846,0
3607,847,0
3607,848,0
3607,849,0
3607,850,8
3607,851,0
3607,852,0
3607,853,9
3607,854,0
3607,855,0
3607,856,0
3607,711,0
3607,857,0
3607,858,7
3607,860,0
3607,861,0
3607,863,0
3607,864,0
3607,420,0
3607,712,0
3607,871,0
3607,872,8
3607,873,0
3607,874,0
3607,876,0
3607,878,0
3607,879,9
3607,881,0
3607,884,0
3607,886,0
3607,887,0
3607,888,8
3607,889,0
3607,890,0
3607,891,0
3607,892,0
3607,893,0
3607,894,0
3607,896,0
3607,897,0
3607,899,0
3607,900,0
3607,905,0
3607,906,0
3607,907,0
3607,908,0
3607,911,0
3607,913,8
3607,915,0
3607,916,0
3607,917,0
3607,918,8
3607,919,0
3607,921,0
3607,922,0
3607,923,0
3607,924,0
3607,927,7
3607,484,0
3607,485,0
3607,928,0
3607,931,0
3607,933,0
3607,934,0
3607,935,0
3607,936,0
3607,938,0
3607,939,0
3607,940,0
3607,941,0
3607,942,0
3607,945,0
3607,946,0
3607,947,0
3607,948,0
3607,949,0
3607,950,0
3607,951,0
3607,952,0
3607,953,0
3607,954,0
3607,955,0
3607,956,0
3607,957,7
3607,960,0
3607,963,0
3607,964,0
3607,965,7
3607,967,0
3607,968,0
3607,969,0
3607,970,0
3607,971,0
3607,973,0
3607,974,0
3607,975,0
3607,976,0
3607,980,0
3607,982,0
3607,986,0
3607,991,0
3607,993,0
3607,995,0
3607,996,0
3607,997,0
3607,998,0
3607,999,0
3607,1001,0
5172,1002,7
2458,1010,0
2458,1012,0
2458,1013,7
2458,1015,0
2458,1017,4
2458,1018,0
2458,1019,0
2458,1021,7
2458,1022,7
13520,1025,10
8216,349,9
9240,1026,0
1300,1027,0
13655,1028,0
1887,1029,0
13541,1030,0
20632,1031,8
10054,1032,8
6113,1034,10
3991,1035,0
14631,1036,10
5280,197,0
5280,1038,0
5280,1039,0
5280,1040,9
5280,1041,8
5280,1042,0
5280,1043,8
5280,1044,4
5280,1045,8
5280,1048,0
5280,1049,0
5280,1050,0
5280,1052,0
5280,1053,0
5280,1054,0
5280,1055,10
5280,1056,0
5280,1057,7
5280,1059,0
5280,1060,10
5280,1061,0
5280,1062,0
5280,1064,0
5280,521,0
5280,523,0
5280,525,0
5280,1065,10
5280,1069,0
5280,1073,9
5280,1075,9
5280,1076,0
5280,1077,0
5280,1078,10
5280,1079,6
5280,1080,0
5280,1081,7
5280,1084,10
20021,1085,6
11016,1089,7
11016,1090,9
11016,225,8
11016,1091,8
11016,1092,8
11016,1093,0
11016,1094,8
11016,1095,8
11016,1096,8
11016,813,5
11016,1099,8
11016,1100,0
11016,1101,9
11016,1102,0
11016,1105,0
11016,1107,8
11016,1109,5
11016,1110,7
11016,1111,0
11016,1112,8
11016,1113,8
11016,713,6
11016,714,5
11016,1115,8
11016,1116,6
11016,1118,7
11016,1120,8
11016,1121,8
11016,1122,5
11016,1123,8
11016,1124,8
11016,483,0
11016,1125,6
11016,495,8
11016,1126,0
11016,1127,9
11016,1128,9
11016,1129,8
11016,1130,7
11016,1131,7
11016,1132,5
11016,1134,5
11016,1136,7
11016,1137,9
11016,1138,0
11016,1139,0
11016,1140,7
11016,1141,0
11016,1142,6
30332,1148,0
6367,1149,7
23542,1151,7
2534,1152,7
23316,1154,8
5448,1156,9
5448,1157,0
14460,1159,0
9234,1161,10
17366,220,0
17366,1162,10
17366,1163,10
17366,1164,10
17366,1166,10
17366,1167,0
17366,837,0
17366,712,0
17366,1169,7
17366,449,0
17366,484,9
17366,1170,0
17366,1171,8
17366,1173,0
17366,1175,7
17366,1176,8
17366,1179,0
17366,1180,0
17366,1181,9
17366,1182,8
17366,1183,0
17366,1186,9
17366,1189,9
17366,1191,10
17366,1192,9
17366,1193,7
17366,1194,0
17366,1196,0
17366,1197,10
17366,1199,10
3430,1201,10
6343,1203,8
11037,1204,8
11037,1205,5
7565,1206,9
23934,953,0
23934,1209,7
10541,1210,7
12971,1211,0
