UserID,ActionID,Timestamp
32479,17,2006
32715,36,2015
56526,27,2012
80180,17,2014
80221,17,2005
80760,27,2014
81585,17,2011
81629,17,2016
97186,17,2015
97326,27,2009
97811,27,2013
98302,17,2016
99745,17,2013
10000,17,2006
10000,17,2006
10000,17,2007
10000,17,2008
10000,17,2009
10000,17,2010
10000,17,2011
10000,17,2012
10000,17,2013
10000,17,2014
10000,17,2015
10000,17,2016
10000,17,2017
10002,17,2012
10002,17,2012
10003,27,2002
10003,27,2003
10003,17,2004
10003,17,2005
10003,17,2006
10003,17,2007
10003,17,2008
10003,17,2009
10003,17,2010
10005,36,2017
10006,17,2010
10006,17,2011
10007,17,2007
10007,17,2007
10007,17,2008
10007,17,2009
10007,17,2010
10010,36,2017
10011,17,2008
10012,36,2012
10012,36,2013
10012,36,2014
10012,36,2015
10012,36,2016
10012,36,2017
10013,17,2010
10013,17,2010
10013,17,2011
10013,17,2012
10013,17,2013
10013,17,2014
10013,17,2015
10013,17,2016
10013,17,2017
10015,17,2016
10015,17,2017
10016,17,2003
10017,17,2005
10017,17,2005
10017,17,2006
10017,17,2007
10017,17,2008
10017,17,2009
10017,17,2010
10017,17,2011
10017,17,2012
10017,17,2013
10017,17,2014
10017,17,2014
10017,17,2014
10017,17,2014
10027,17,2017
10017,17,2015
10017,17,2016
10017,17,2017
10019,17,2002
10019,17,2002
10020,17,2005
10020,17,2005
10021,17,2006
10021,17,2006
10021,17,2007
10021,17,2008
10021,17,2009
10021,17,2010
10021,17,2011
10021,17,2012
10021,17,2013
10021,17,2014
10021,17,2015
10021,17,2016
10021,17,2017
10023,17,2010
10024,36,2001
10027,17,2016
10028,36,2015
10028,36,2016
10029,17,2001
10029,17,2002
10029,17,2003
10029,17,2004
10029,17,2005
10029,17,2006
10029,17,2007
10029,17,2008
10029,17,2009
10029,10,2009
10029,17,2010
10029,17,2011
10029,17,2012
10029,17,2013
10029,17,2014
10029,17,2015
10029,17,2016
10029,17,2017
10030,17,2015
10030,17,2016
10030,17,2017
10031,17,2013
10031,17,2014
10033,36,2012
10033,36,2012
10035,17,2002
10035,17,2002
10035,17,2003
10035,17,2004
10035,17,2005
10036,36,2016
10037,17,2013
10037,17,2013
10037,17,2014
10037,17,2014
10037,17,2014
10037,17,2015
10037,2,2016
10037,17,2016
10037,17,2017
10038,36,2003
10038,36,2004
10039,17,2016
10039,17,2016
10040,17,2003
10040,17,2004
10040,17,2005
10040,17,2006
10040,17,2007
10040,17,2008
10040,17,2009
10040,17,2010
10040,17,2011
10040,17,2012
10040,17,2013
10040,17,2014
10040,17,2015
10040,17,2016
10040,17,2017
10042,17,2011
10042,17,2011
10042,17,2012
10042,17,2013
10042,17,2014
10042,17,2014
10042,17,2014
10042,17,2015
10042,17,2016
10042,17,2017
10043,27,2016
10043,27,2017
10046,17,2016
10046,17,2016
10046,17,2017
10047,17,2012
10047,17,2013
10047,17,2014
10047,17,2015
10047,17,2016
10047,17,2017
10048,17,2006
10048,17,2007
10048,17,2008
10048,17,2009
10048,17,2010
10048,17,2011
10048,17,2012
10048,17,2013
10048,17,2014
10048,17,2015
10048,17,2016
10048,17,2017
10049,36,2009
10053,36,2012
10053,36,2013
10053,36,2014
10054,36,2016
10054,36,2016
10055,27,2010
10055,27,2010
10055,27,2011
10055,27,2012
10055,17,2013
10055,17,2014
10065,27,2012
10055,17,2015
10056,17,2009
10057,27,2008
10058,17,2010
10058,17,2010
10058,17,2011
10059,17,2017
10059,17,2017
10061,36,2014
10061,36,2014
10061,36,2014
10063,17,2015
10063,17,2015
10063,17,2016
10063,17,2017
10065,27,2010
10065,27,2011
10065,27,2013
10065,27,2014
10065,27,2015
10065,27,2016
10065,27,2017
10066,17,2006
10066,17,2006
10066,17,2007
10066,17,2008
10066,17,2009
10066,17,2010
10066,17,2011
10067,17,2011
10067,17,2012
10067,17,2013
10067,17,2014
10067,17,2015
10067,17,2016
10067,17,2017
10068,17,2007
10068,17,2008
10068,17,2009
10068,17,2010
10068,17,2011
10068,17,2012
10068,17,2013
10068,17,2014
10068,17,2015
10068,17,2016
10068,17,2017
10069,36,2016
10071,17,2016
10071,17,2016
10072,17,2008
10072,17,2009
10072,36,2010
10072,17,2010
10072,36,2011
10072,17,2011
10072,36,2012
10072,17,2012
10072,36,2013
10072,17,2013
10072,36,2014
10072,17,2014
10072,36,2015
10072,17,2015
10072,36,2016
10072,17,2016
10072,36,2017
10072,17,2017
10073,36,2017
10073,36,2017
10078,36,2017
10080,17,2013
10080,17,2013
10080,17,2014
10080,17,2015
10080,17,2016
10080,17,2017
10082,17,2000
10082,17,2000
10082,17,2001
10082,17,2002
10082,17,2003
10082,17,2004
10082,17,2005
10082,17,2006
10082,17,2007
10082,17,2008
10082,17,2009
10082,17,2010
10082,17,2011
10082,17,2012
10082,17,2013
10082,17,2014
10082,17,2015
10082,17,2016
10085,17,2008
10085,17,2009
10085,17,2010
10086,36,2012
10086,36,2013
10086,36,2013
10086,36,2014
10086,36,2015
10086,36,2016
10087,17,2006
10087,17,2006
10087,17,2007
10087,17,2008
10087,17,2009
10087,17,2010
10087,17,2011
10087,17,2012
10087,17,2013
10087,17,2014
10087,17,2015
10087,17,2016
10088,17,2010
10088,17,2010
10088,17,2011
10088,17,2012
10088,17,2013
10088,17,2014
10090,36,2014
10090,17,2014
10090,36,2015
10090,17,2015
10090,36,2016
10090,17,2016
10090,36,2017
10090,17,2017
10093,17,2012
10093,17,2012
10093,17,2013
10093,17,2014
10093,17,2015
10093,17,2016
10093,17,2017
10094,17,2008
10094,17,2008
10094,17,2009
10094,17,2010
10094,17,2011
10094,17,2012
10094,17,2013
10094,17,2014
10094,17,2015
10095,17,2011
10095,17,2012
10095,17,2013
10095,17,2014
10095,17,2015
10095,36,2015
10095,17,2015
10095,36,2015
10095,17,2015
10095,36,2016
10095,17,2016
10095,36,2017
10095,17,2017
10096,17,2009
10096,17,2010
10096,17,2011
10096,17,2012
10096,17,2013
10096,17,2014
10096,17,2015
10096,17,2016
10096,17,2017
10097,17,2012
10097,17,2012
10097,17,2013
10097,17,2014
10097,17,2015
10097,17,2016
10097,17,2017
10098,17,2007
10099,17,2006
10099,17,2006
10099,17,2007
10099,17,2008
10099,17,2009
10100,36,2007
10100,36,2008
10102,17,2005
10102,17,2005
10102,17,2006
10102,17,2007
10102,17,2008
10102,17,2009
10102,17,2010
10102,17,2011
10102,17,2012
10102,17,2013
10102,17,2014
10102,17,2015
10102,17,2016
10103,17,2007
10103,17,2008
10103,17,2009
10103,17,2010
10103,17,2011
10103,17,2012
10103,17,2013
10104,17,2003
10104,17,2004
10104,17,2005
10104,17,2006
10104,17,2007
10104,17,2008
10104,17,2009
10104,17,2010
10104,17,2011
10104,17,2012
10104,17,2013
10104,17,2014
10104,17,2015
10104,17,2016
10104,17,2017
10106,17,2011
10106,17,2012
10107,17,2006
10107,17,2006
10107,17,2007
10107,17,2008
10107,17,2009
10109,17,2014
10109,17,2014
10109,17,2014
10109,17,2014
10109,17,2015
10109,17,2016
10109,17,2017
10110,27,2012
10110,27,2013
10110,27,2014
10110,27,2015
10110,27,2016
10110,27,2017
10111,17,2011
10111,17,2011
10111,17,2012
10111,17,2013
10111,17,2014
10111,17,2015
10111,17,2016
10111,17,2017
10113,17,2006
10113,17,2006
10113,17,2007
10113,17,2008
10113,17,2009
10113,17,2010
10113,17,2011
10113,17,2012
10113,17,2013
10113,17,2016
10113,17,2016
10113,17,2017
10114,17,2012
10114,17,2013
10115,36,2016
10115,36,2016
10115,36,2016
10115,36,2017
10116,17,2016
10116,17,2016
10117,36,2016
10117,36,2016
10117,36,2017
10118,29,2015
10118,29,2015
10118,29,2015
10118,29,2015
10118,29,2015
10118,29,2015
10118,29,2015
10118,29,2015
10118,29,2015
10118,29,2016
10118,29,2016
10118,29,2016
10118,29,2016
10118,29,2016
10118,29,2016
10118,29,2016
10118,29,2016
10118,29,2016
10118,29,2016
10118,9,2016
10118,36,2016
10119,2,2008
10119,2,2012
10119,36,2012
10119,36,2012
10119,36,2013
10119,27,2013
10119,27,2014
10119,27,2015
10119,27,2016
10119,27,2017
10119,36,2017
10119,27,2017
10120,2,2015
10120,27,2015
10120,27,2016
10120,2,2016
10120,36,2016
10120,27,2016
10120,36,2016
10120,27,2016
10123,17,2014
10126,17,2014
10127,36,2011
10128,36,2016
10128,36,2016
10128,36,2017
10129,36,2012
10129,36,2013
10129,36,2013
10129,27,2013
10129,36,2013
10129,36,2014
10129,36,2015
10130,27,2016
10130,17,2017
10130,17,2017
10131,36,2016
10131,36,2016
10131,36,2017
10133,17,2014
10133,17,2014
10133,27,2014
10133,27,2014
10133,27,2015
10133,17,2016
10133,17,2016
10134,17,2013
10134,17,2013
10134,17,2014
10134,17,2014
10134,17,2014
10134,17,2015
10134,17,2016
10134,17,2017
10137,27,2013
10137,27,2014
10137,27,2015
10139,36,2011
10139,36,2014
10143,36,2009
10146,17,2003
10146,17,2004
10146,17,2005
10146,17,2006
10146,17,2007
10153,21,2015
10148,36,2016
10150,27,2011
10150,36,2012
10150,27,2012
10150,36,2013
10150,27,2013
10150,36,2014
10150,27,2014
10150,36,2015
10150,27,2015
10150,36,2016
10150,27,2016
10150,36,2017
10150,27,2017
10150,36,2017
10150,27,2017
10151,2,2014
10151,36,2015
10153,17,2014
10153,17,2014
10153,18,2015
10153,18,2015
10153,25,2015
10153,7,2015
10153,8,2015
10153,12,2015
10153,10,2015
10153,5,2015
10153,6,2015
10153,9,2015
10153,0,2015
10153,30,2015
10153,41,2015
10153,18,2015
10154,17,2005
10156,17,2008
10156,17,2008
10158,36,2014
10158,36,2014
10158,36,2015
10158,36,2015
10158,36,2015
10160,17,2014
10160,17,2015
10160,17,2016
10160,17,2017
10161,17,2013
10164,17,2016
10164,17,2016
10165,17,2005
10165,17,2005
10165,17,2006
10165,17,2007
10165,17,2008
10165,17,2009
10165,17,2010
10165,17,2011
10165,17,2012
10165,17,2013
10165,17,2013
10165,17,2014
10165,17,2014
10165,17,2014
10165,17,2015
10165,17,2016
10165,17,2017
10168,2,2014
10168,2,2015
10168,36,2016
10168,36,2016
10168,2,2016
10169,36,2011
10170,36,2016
10170,36,2017
10170,36,2017
10172,36,2012
10172,36,2015
10173,17,2006
10173,17,2006
10173,17,2007
10173,17,2008
10173,17,2009
10173,17,2010
10173,17,2011
10173,17,2012
10176,36,2014
10176,36,2015
10177,17,2008
10177,17,2009
10177,17,2010
10177,17,2011
10178,17,2015
10178,17,2016
10183,36,2006
10183,27,2006
10184,27,2008
10184,27,2008
10184,27,2009
10185,17,2013
10185,17,2013
10185,17,2014
10185,17,2015
10185,17,2016
10185,17,2017
10186,17,2014
10191,17,2017
10186,17,2015
10186,17,2016
10186,17,2017
10187,17,2016
10189,17,2016
10189,17,2016
